[array([2.96310587e-03, 8.42184932e-04, 5.83717016e-04, 3.30195854e-04,
       1.91686732e-04, 1.29852302e-04, 8.65682015e-05, 6.80178726e-05,
       9.02782673e-05, 8.65682015e-05, 6.05977411e-05, 9.52250217e-05,
       6.92545612e-05, 7.91480700e-05, 1.16248728e-04, 1.06355219e-04,
       1.02645153e-04, 8.53315129e-05, 1.18722105e-04, 9.27516445e-05,
       1.02645153e-04, 9.52250217e-05, 1.10065285e-04, 1.11301973e-04,
       1.10065285e-04, 1.12538662e-04, 1.07591908e-04, 1.06355219e-04,
       9.27516445e-05, 1.21195482e-04, 1.17485416e-04, 1.05118530e-04,
       1.29852302e-04, 1.34799057e-04, 1.17485416e-04, 1.42219188e-04,
       1.39745811e-04, 1.33562368e-04, 1.43455877e-04, 1.29852302e-04,
       1.43455877e-04, 1.55822763e-04, 1.64479583e-04, 1.47165943e-04,
       1.73136403e-04, 1.81793223e-04, 1.84266600e-04, 1.89213355e-04,
       2.06526995e-04, 1.76846469e-04, 2.20130570e-04, 2.15183815e-04,
       2.04053618e-04, 2.41154276e-04, 2.31260767e-04, 1.99106863e-04,
       2.18893881e-04, 2.33734144e-04, 2.33734144e-04, 2.65888048e-04,
       2.51047784e-04, 2.69598113e-04, 3.22775723e-04, 3.37615986e-04,
       3.00515328e-04, 3.53692938e-04, 3.15355591e-04, 3.57403003e-04,
       3.53692938e-04, 3.96977038e-04, 3.92030284e-04, 4.30367630e-04,
       4.40261139e-04, 4.09343924e-04, 4.39024451e-04, 4.53864714e-04,
       4.94675437e-04, 4.86018617e-04, 5.11989078e-04, 5.16935832e-04,
       5.29302718e-04, 5.77533573e-04, 5.68876753e-04, 6.30711183e-04,
       6.66575152e-04, 6.24527740e-04, 6.48024823e-04, 7.04912498e-04,
       7.45723222e-04, 7.23462827e-04, 8.11267717e-04, 7.63036862e-04,
       8.22397914e-04, 8.55788506e-04, 8.70628770e-04, 9.43593397e-04,
       1.00419114e-03, 1.02768822e-03, 1.03139829e-03, 1.08457590e-03,
       1.16867072e-03, 1.23792528e-03, 1.31707335e-03, 1.36901427e-03,
       1.38880129e-03, 1.35417401e-03, 1.51741690e-03, 1.53102048e-03,
       1.65345265e-03, 1.67076629e-03, 1.75362443e-03, 1.88224004e-03,
       1.94654785e-03, 1.99477870e-03, 2.04300956e-03, 2.16667842e-03,
       2.29282065e-03, 2.33610475e-03, 2.43380315e-03, 2.46595705e-03,
       2.73431848e-03, 2.72071490e-03, 2.86046072e-03, 2.86788085e-03,
       3.10037830e-03, 3.21539034e-03, 3.24136080e-03, 3.39594688e-03,
       3.39347350e-03, 3.61236738e-03, 3.67791188e-03, 3.90298920e-03,
       3.86341517e-03, 4.07117885e-03, 4.03407819e-03, 4.20721459e-03,
       4.25915551e-03, 4.37169418e-03, 4.47928608e-03, 4.44713218e-03,
       4.60666501e-03, 4.56338091e-03, 4.61779521e-03, 4.82679558e-03,
       4.68704977e-03, 4.62150527e-03, 4.76125108e-03, 4.69446990e-03,
       4.73280725e-03, 4.73528062e-03, 4.76496115e-03, 4.70189003e-03,
       4.74764751e-03, 4.52751694e-03, 4.63016209e-03, 4.51391337e-03,
       4.42116172e-03, 4.34572372e-03, 4.19855777e-03, 4.15651036e-03,
       4.06623209e-03, 3.88938563e-03, 3.92524959e-03, 3.67049174e-03,
       3.67172843e-03, 3.55547971e-03, 3.37368648e-03, 3.33782251e-03,
       3.14613578e-03, 3.02865036e-03, 2.95444905e-03, 2.83696363e-03,
       2.70711133e-03, 2.55747201e-03, 2.49687427e-03, 2.32744793e-03,
       2.25324662e-03, 2.06650664e-03, 2.07516346e-03, 1.95149460e-03,
       1.83277250e-03, 1.70910364e-03, 1.57430458e-03, 1.56070100e-03,
       1.43455877e-03, 1.39993149e-03, 1.31459997e-03, 1.23174184e-03,
       1.16743403e-03, 1.05489537e-03, 1.09446940e-03, 9.22569690e-04,
       8.74338835e-04, 8.87942410e-04, 8.10031029e-04, 7.59326796e-04,
       7.28409581e-04, 6.70285217e-04, 6.30711183e-04, 5.84953705e-04,
       5.28066029e-04, 5.81243639e-04, 4.79835174e-04, 4.42734516e-04,
       4.27894253e-04, 3.98213727e-04, 3.68533201e-04, 3.74716644e-04,
       3.35142609e-04, 3.59876381e-04, 3.32669232e-04, 2.58467916e-04,
       2.86911754e-04, 3.04225394e-04, 2.74544868e-04, 2.36207521e-04,
       2.38680898e-04, 2.28787390e-04, 2.25077324e-04, 2.44864341e-04,
       2.26314013e-04, 2.28787390e-04, 1.91686732e-04, 1.73136403e-04,
       1.97870175e-04, 1.75609780e-04, 1.39745811e-04, 1.81793223e-04,
       1.81793223e-04, 1.49639320e-04, 1.81793223e-04, 1.63242894e-04,
       1.64479583e-04, 1.29852302e-04, 1.38509122e-04, 1.40982500e-04,
       1.27378925e-04, 1.18722105e-04, 1.18722105e-04, 1.27378925e-04,
       9.76983989e-05, 1.21195482e-04, 1.36035745e-04, 1.07591908e-04,
       1.22432171e-04, 1.27378925e-04, 1.05118530e-04, 9.76983989e-05,
       1.08828596e-04, 1.17485416e-04, 1.29852302e-04, 1.86739978e-04,
       3.11645525e-04, 5.23119275e-04, 7.84060568e-04, 2.55994539e-03]), array([7.42013156e-06, 2.47337719e-06, 1.23668859e-06, 0.00000000e+00,
       1.23668859e-06, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 1.23668859e-06, 1.23668859e-06, 1.23668859e-06,
       0.00000000e+00, 0.00000000e+00, 1.23668859e-06, 1.23668859e-06,
       1.23668859e-06, 1.23668859e-06, 1.23668859e-06, 0.00000000e+00,
       1.23668859e-06, 2.47337719e-06, 1.23668859e-06, 3.71006578e-06,
       2.47337719e-06, 3.71006578e-06, 3.71006578e-06, 3.71006578e-06,
